id,user_no,device_id,push_type,article_id,title,category,sent_at,status
8614,4,Sm9ozPqysbI:APA91b_wjgG-hYFkGEMyI-Av7Wxgs5_9CJK3SXnJZtV3ECyCGvzqdzMBikU-xhsD-MlbDQhetahbggmd9_58IIvt7J__CeNwS_7oyUXdQDsZr_S3yi682suHcPy1UWn3OQOxL_QRXZJI,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.988300752+09:00,success
8615,6,d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.989483793+09:00,fail
8616,9,ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.993048960+09:00,success
8617,17,K9L75hRnY01:APA91bZ9EDKhj69Gk6H5k013-aSw84vP_lE-QdPMZgITvn7DKFL5O9Ol7uZqXjhO1kZTEirpCi4MqWaRhLQDr5IyXU945ROO438X6PmLIHJbri8k_n5mNMc9hbo5L6DhKjXAz8mXcv1N,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.995241168+09:00,fail
8618,20,8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.997093002+09:00,fail
8619,24,5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:15.998525460+09:00,fail
8620,26,a7d5f388d4408c6a206da254f303ca96681dfb1ee9234e3a7fc6f54c9520c2f6,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.001314002+09:00,fail
8621,27,wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.003025335+09:00,success
8622,29,uJagsmqK5Cy:APA91bGoIQ96V6p5bMmskJkziOW3WhyE_T5micvLslrXZuRKuDN5crZh9Cv3wkUl4HUviI0R8TJrLXP2lBHyhgLlt3IQA3D-JmTKBjGhJYVJyfWigalcM5i52d6HgNWjXRed_GfPSMD5,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.004723418+09:00,fail
8623,35,PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.007925085+09:00,fail
8624,41,QEJPWGS15CH:APA91bG_AE8tedaJ9Znr4N-x6qDFmHqowWJTzyuDquqj_6RgROl6k5ruSj5fyZZnt4uyYhbxFQwxU4IMDCLFqdKsocQckqpXnA-jcxNs9HWY0eN2uu4-MygCrjCTxhkCeVjW10Sxi6P5,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.009421460+09:00,fail
8625,42,9ZqWgeYi1iR:APA91bXab5EnfRZIp6dl8FlQRhvJ_LwpcQ09YizeZfe-0d-mp05s1JrtfZSyzmCtE2xQerkHQCxb_ySdOZBMsWtSFoRIUUewefUoaUCoXlSysaK05QAV-G9TfML_ztqPmd0MzJhYNXfu,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.011157585+09:00,success
8626,43,b7c6d37ae22eb641b26fda9d2bef30bc10107eaaf3102da532c5364e729684c3,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.019584127+09:00,fail
8627,45,977ae5d3f208c35fe37ed352a61f7038dd287a275c9d877d01b8a7fb85a39e15,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.021992293+09:00,success
8628,47,a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.031488210+09:00,success
8629,51,sqXO57akjy1:APA91bQjbwBolGL1bd4MTt6rhvlQ7U_3cbvS4Mc47ocSM-Hg_pA7YKu4-UWtNUD4cDch19y1jPTUQ3zi-krPYzMn1FMooOFXOsQnDpfFiwRGSt5BBTqDtbBPsSAMzVoa_YgSSdhJhrbL,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.038825460+09:00,success
8630,53,2ROEpdkegkE:APA91bsglAbvXO_Gi8F3YSoBj4sGL5D7VttxyuqJnpUx8Sxm0QyjVr8I2EuB88OyIeLF_hB_qwZGsvI8-QhKRFOyNH1-hvKXPMDGOEWIjF0e12Q6w9UOjHjGMVMrgDHjx3OzvbwTUu_P,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.045339793+09:00,success
8631,54,fC8d4KMjVF0:APA91bi9UN9q5RMF53QuVPYJawV4L1HnlVwTziogKGxBFeuzvvKW3B2oudRyBkVJz6vIifDP-Eet9LQJeUJG8PdHbRVZd7NPCmrmDUbVV70jw6Q07y54p7Z1SvaZTbHZSVhhvqsJp_If,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.052242543+09:00,success
8632,55,739418ea53da067564debdc4cc2770cdeeba7bb8e090a57fbf2c2b888a5159a4,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.054633210+09:00,success
8633,56,997b17bdb2df5c4defd601a519f8be4131f9ba8449a186d597c84797ef43bbd0,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.058616043+09:00,success
8634,58,PZEopQ7MsxW:APA91bET0wvAPg2YI9JPIqYb5Xal0STjpMdU0hhLtKud2skUWr-paN5CpNtLq8N94N-x-PDx-ku7Iw2U4-zZgeMyB5HbjEc9lL1fjiMP0KOAFuu68u9KB7dW5H6h1IY-ZpJgJpsU5XaN,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.060521210+09:00,fail
8635,61,CysmIt4m5Yi:APA91bNrjByWPJOHW_YU8RHiq88avPZ5H6_tkxLc2fBQ0la0u3-edqkhwSTKhgTkhYsCpCPSARYTwploD9AQFAvqlSnwPOGE5WgDXWHv7ALd-DtLVqaCPRd_p4N63XuV5cPOpuHdWXul,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.063762127+09:00,success
8636,65,IsMfEU0J0Jy:APA91bDYnMYJwJ1Cl12zUjuL9OKGFkwzHSs0l82mAJSQ1lnc4TxEWM4VFvDtx-4mE4lH_At1tTrCgR4dmrzsFWxaCxgjr5suWiHHxnzfYFO-VzWEeAbxkDIHmI7vOcDzf11jR3wNcxki,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.067340002+09:00,fail
8637,66,i5HrmonZ6yg:APA91bow91Q1z-qI5c1aprc3hUNzoLbCurqUISYkrpKgHpbclZ701IsnKeMkauEyRgmFcAIlb552LNnCgVvsU5UQxnGJY7vWfqRvRJtL_oK9RY9wpVTnsNxAjU8QMJ6wI9fhbntD7pkR,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.071229210+09:00,fail
8638,68,aIUbtC3Yiwr:APA91bWyDzaTJ0r9ZJbAhuQOp2JDzHbqHadJz3rcuOlfmIqWkQcr9n03vZj7MroUPQfWgN9v3_vxH52dHMuKUd3wmWSIQPr8FiO5c4n-yNtU6-P3fnxhdNEvvqIuQ-1kmwt8USC4bwgp,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.073414793+09:00,fail
8639,69,a6b0ee30ce01e066479d0f39f996f3afabcc2b2720e3e65781398fd11c1ae17e,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.076949335+09:00,success
8640,70,00807011659a024579610284632382930e3ca426be8136c6d14e9afb5424b368,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.078712335+09:00,success
8641,71,CaoA1MfJ0La:APA91bSv51x3IYdUyZG1YWjyw_lJ6fNvjiHVcBzeLO9DAWuHfPDwnjhWa_L6WpCeTr6QNidffauG69ZGNkVHelejtMN6cq-tDUivQ24WNi9piO6jWJFZTRQwyYfnB-8fAAxjvA1NK6qA,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.080500293+09:00,fail
8642,74,q3ueRa6kyJd:APA91bUk--H_swpVwo8Y1keqhf13S_Sa7WBN_AZX5P4EAE6kmtgTfEjVFYqUK-xuTzau_hrabTSEotlUU4xQoEj38xpIzPtbZNHiKgn-BYptiFs1KnzM1Uj-82s6bmZ_wMiKK-SzQ-hF,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.083751460+09:00,fail
8643,76,CBPYPg8XEal:APA91bo-oXFQMWv0CYiOAoZttvRFWVkfnFm_h6r2_QNIeTzHNC3PHZwJcgXtbLiBU7O9vvqnuNBOrCaCgxsfTutKZzaQX1Z3rGH6pcApPXkWSlF3nbhOJLxAHRRQr8X9ckSFFIWcIu0-,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.086933502+09:00,success
8644,78,JmqX8MQIGMR:APA91bOdwjAcvoq7h6plIFmjJmdWp8V01gBHAxHYCFGo8QsSe7HGyBTMcFWgm9gf_ok4T0Z_H-QOpYh0M6ct7OdO46ADOpjiRNRGxd0FDzGl6Ev3d1s_pPC2IQjQGOvWGt4ZMdeX9mMG,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.089662043+09:00,fail
8645,79,eqI2BdzgtSk:APA91bJFWC8t7H5BakKdkn6oekaBNQe3Rln_3ELoc20kOm755pFYvTT6hBJwZTRMorcYzPaKYgqpGYOu9a2CeITElGrC-qbNhasSxIAC9DBl1XRpDrm8n4njnTs5GMlCHiVCUzpOaz8A,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.094753543+09:00,fail
8646,81,d1c9677128b4fd8f38a9f16343c095240b909ff3bb82109badd162f820148fc6,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.096173835+09:00,fail
8647,82,s9ewzz18fYz:APA91bKrxoLoNqn59Ql8_NAyx2-zoVuN29NVf_dUZbAvmYW9cPA5_HB1tD9mYLg-JbH_DViHHu98R6uWUxtT2dwABahV2Ixx3udQIJ7YiFO-kCFIY7f9Eo65F2BHCi2giXta3MEK0jIf,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.098017127+09:00,success
8648,87,OtrEXwspteE:APA91bcW-8frcvZk2BbRs6RptjVSTY8vSHHkiJ-wvU4j7W3xcOJVUsTiZkNxTPXZAraNgD41tPjrPy3FxQYM_swnTUGqotZbvnqLsGtV5cZZUIaE9WphEcxTMkOsNGghftmu7bV_VK9D,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.099482710+09:00,fail
8649,90,1bb32a12adc322cf120bedc1c5d5d7b6c2069fe89bd96ab6a90d622ab0d5d338,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.103440460+09:00,fail
8650,92,as193IuAHq6:APA91bDz7v4CNZ-FMLw76ekVr93WgpK3mhAvW5Exky8nPCQJvRmk-TCi66-bK5Y2u7gV-8mrS-Zze0sbTLANu3ckQHWOX3aLPuyhLM6kd0fXGi7Rl32pNDcpJIiwayUUeuwrLjhmqi9b,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.105515543+09:00,success
8651,93,UdOv9I5bwiA:APA91bkgmjb5EF6nhR1EKlZLB8iqds4OO2cUWli_GO3t5S_gKW9m22JLpVePeAgmSyj8RuGfSvuaxzURUPCDqVvshF96-_0qZguZMaIQetQvZSMWicWmUFPgWizQo8oCrvq1DDbIuBmY,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.109381085+09:00,success
8652,97,5851b87939e435b055977afd9e0ea0ccff1ebdea10e9ab644443061a20edd5ca,APNS,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.110994793+09:00,success
8653,99,3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,FCM,AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,ECONOMY,2026-05-23T00:31:16.112265918+09:00,fail
8654,3,df672b1f45bb96e4db70bef7e2d35335b623e48fa1913b95bb3eb96fbd416b7e,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.116089543+09:00,success
8655,6,d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.118218002+09:00,fail
8656,9,ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.120240127+09:00,success
8657,10,8e74a0bc0e50832ede3fe053a589ad18f59abf64c6c45ca232472b751109c709,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.123588918+09:00,success
8658,12,zexnCve0hh8:APA91bWkGu07ofRzEikLC_XNiGvoGi_IH3SckFX2b2_3WMw-eB2R4-Se3iQ-_Y3JwoV4-Zuejgsgcu0bZUXS_I7wSXHCyx45lPpUFQSz-ahjZyo_2ZwS0w3hubg_QkQ8qQzHt9ByfIup,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.127022418+09:00,success
8659,18,ce06d9086a2d64c2b0c75017b7a8e6f8cab08f44d1f9ed4e6a0935e44c43686f,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.128395502+09:00,fail
8660,20,8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.131099668+09:00,fail
8661,24,5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.132477627+09:00,fail
8662,25,HgxD5brIbQ4:APA91b3umI-HGpiLkkY_cWImGqk-08CfixBojhTsCmlR7Ik_sivfE1VJCSN1ArR74zgj0JTSzfWsiboiMF-E7yW8pli9YZy7EWj4XDJAtyNWVN39V1EVao_bNuJbnOj7NvOTnys3apl_,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.134641543+09:00,success
8663,27,wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.137456335+09:00,success
8664,31,A8rhm6g0MaY:APA91bKUN13Lty-Q3iQWJLiwYI2qp3F6k_UUpGr7vlnfgdWwC88POWYok-ddCir4pGn9Cjm8Y_WA-02nQ-L9EycVa130ungHPEVEls5U4dyD4NQ-mKM3LdOymg4E9yBczZegY5lTOakT,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.139344877+09:00,fail
8665,35,PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.142400918+09:00,success
8666,41,QEJPWGS15CH:APA91bG_AE8tedaJ9Znr4N-x6qDFmHqowWJTzyuDquqj_6RgROl6k5ruSj5fyZZnt4uyYhbxFQwxU4IMDCLFqdKsocQckqpXnA-jcxNs9HWY0eN2uu4-MygCrjCTxhkCeVjW10Sxi6P5,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.144024543+09:00,success
8667,44,24KwfCSy7eX:APA91bO8kVsLzNoHJ41Z42Li847ToMwbZqykqZKZBJ4j9sNYB32tR0TeTpN7ohAB4m90Br80W5VyS-jUzPA7d5vi7ExcWR3HuVRisQGXO2ouG39g3NT1XP7C8aFXuQ7PX72fuBo0ja_6,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.145550418+09:00,fail
8668,47,a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.147650252+09:00,fail
8669,48,Zp6jR8bV6me:APA91bSRidmWubemY_bINPyThs9KdR4l8PuGnEpQBL5M9ujAQgbaLlfBsSV-goyuMlzPYahVECBzJEncm7SfzRfECICMG9Iw-4e_tTGynJ7PeYeRXuYs-sxhK7u4ewY58h8feQjKb0Ei,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.150622668+09:00,success
8670,51,sqXO57akjy1:APA91bQjbwBolGL1bd4MTt6rhvlQ7U_3cbvS4Mc47ocSM-Hg_pA7YKu4-UWtNUD4cDch19y1jPTUQ3zi-krPYzMn1FMooOFXOsQnDpfFiwRGSt5BBTqDtbBPsSAMzVoa_YgSSdhJhrbL,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.151966960+09:00,fail
8671,53,2ROEpdkegkE:APA91bsglAbvXO_Gi8F3YSoBj4sGL5D7VttxyuqJnpUx8Sxm0QyjVr8I2EuB88OyIeLF_hB_qwZGsvI8-QhKRFOyNH1-hvKXPMDGOEWIjF0e12Q6w9UOjHjGMVMrgDHjx3OzvbwTUu_P,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.154179127+09:00,success
8672,54,fC8d4KMjVF0:APA91bi9UN9q5RMF53QuVPYJawV4L1HnlVwTziogKGxBFeuzvvKW3B2oudRyBkVJz6vIifDP-Eet9LQJeUJG8PdHbRVZd7NPCmrmDUbVV70jw6Q07y54p7Z1SvaZTbHZSVhhvqsJp_If,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.155810252+09:00,success
8673,56,997b17bdb2df5c4defd601a519f8be4131f9ba8449a186d597c84797ef43bbd0,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.159041752+09:00,success
8674,58,PZEopQ7MsxW:APA91bET0wvAPg2YI9JPIqYb5Xal0STjpMdU0hhLtKud2skUWr-paN5CpNtLq8N94N-x-PDx-ku7Iw2U4-zZgeMyB5HbjEc9lL1fjiMP0KOAFuu68u9KB7dW5H6h1IY-ZpJgJpsU5XaN,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.160501835+09:00,success
8675,61,CysmIt4m5Yi:APA91bNrjByWPJOHW_YU8RHiq88avPZ5H6_tkxLc2fBQ0la0u3-edqkhwSTKhgTkhYsCpCPSARYTwploD9AQFAvqlSnwPOGE5WgDXWHv7ALd-DtLVqaCPRd_p4N63XuV5cPOpuHdWXul,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.161971377+09:00,fail
8676,63,reFlKM6gpDG:APA91boMhvWVdHalQbEsBYe4q_0DSLoD3qV4YGEMo4gG4mJJaVsnaEStdXq9T3tTJA8TTEkYEkkDlzXRQEHTZj-z0ZDw8HFTbh1LzgGx7kDznA-FfyK0zU74i8FPM605XCuCbOtpEeLR,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.165839335+09:00,success
8677,65,IsMfEU0J0Jy:APA91bDYnMYJwJ1Cl12zUjuL9OKGFkwzHSs0l82mAJSQ1lnc4TxEWM4VFvDtx-4mE4lH_At1tTrCgR4dmrzsFWxaCxgjr5suWiHHxnzfYFO-VzWEeAbxkDIHmI7vOcDzf11jR3wNcxki,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.167377585+09:00,fail
8678,66,i5HrmonZ6yg:APA91bow91Q1z-qI5c1aprc3hUNzoLbCurqUISYkrpKgHpbclZ701IsnKeMkauEyRgmFcAIlb552LNnCgVvsU5UQxnGJY7vWfqRvRJtL_oK9RY9wpVTnsNxAjU8QMJ6wI9fhbntD7pkR,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.170841668+09:00,fail
8679,68,aIUbtC3Yiwr:APA91bWyDzaTJ0r9ZJbAhuQOp2JDzHbqHadJz3rcuOlfmIqWkQcr9n03vZj7MroUPQfWgN9v3_vxH52dHMuKUd3wmWSIQPr8FiO5c4n-yNtU6-P3fnxhdNEvvqIuQ-1kmwt8USC4bwgp,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.173686752+09:00,success
8680,69,a6b0ee30ce01e066479d0f39f996f3afabcc2b2720e3e65781398fd11c1ae17e,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.176066127+09:00,fail
8681,70,00807011659a024579610284632382930e3ca426be8136c6d14e9afb5424b368,APNS,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.177703252+09:00,success
8682,75,eIosxxkH4lq:APA91baqhQ_Bzt-X1MnbKmBCYACd7DYwFsma1xfwv7ovvrrz7XGR6bT4oNp1LIpSItKsGP0WykQIiKG2fTHLmITkgeebwhd22cO9DUOp4deoZp4Fa0r7vHLvPCI9eYJGK5fTQ-pbtSTp,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.180834752+09:00,success
8683,76,CBPYPg8XEal:APA91bo-oXFQMWv0CYiOAoZttvRFWVkfnFm_h6r2_QNIeTzHNC3PHZwJcgXtbLiBU7O9vvqnuNBOrCaCgxsfTutKZzaQX1Z3rGH6pcApPXkWSlF3nbhOJLxAHRRQr8X9ckSFFIWcIu0-,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.182319502+09:00,fail
8684,79,eqI2BdzgtSk:APA91bJFWC8t7H5BakKdkn6oekaBNQe3Rln_3ELoc20kOm755pFYvTT6hBJwZTRMorcYzPaKYgqpGYOu9a2CeITElGrC-qbNhasSxIAC9DBl1XRpDrm8n4njnTs5GMlCHiVCUzpOaz8A,FCM,AKR20260522101300055,"김관영 전북지사 후보 ""李대통령의 최대 리스크는 정청래""",POLITICS,2026-05-23T00:31:16.183844335+09:00,success
