id,user_no,push_type,article_id,title,category,sent_at,status
13194,9,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.393374+09:00,success
13195,10,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.393859+09:00,fail
13196,15,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.394348+09:00,fail
13197,24,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.394955+09:00,fail
13198,27,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.395618+09:00,fail
13199,30,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.396222+09:00,fail
13200,31,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.396846+09:00,fail
13201,32,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.397330+09:00,fail
13202,35,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.397813+09:00,success
13203,39,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.398328+09:00,fail
13204,41,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.398939+09:00,fail
13205,44,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.399379+09:00,success
13206,46,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.399879+09:00,success
13207,47,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.400381+09:00,success
13208,48,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.401113+09:00,fail
13209,51,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.401660+09:00,fail
13210,52,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.402337+09:00,success
13211,53,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.403387+09:00,success
13212,54,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.403923+09:00,fail
13213,56,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.404452+09:00,fail
13214,60,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.405194+09:00,success
13215,61,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.405696+09:00,success
13216,64,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.406322+09:00,success
13217,65,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.406802+09:00,fail
13218,66,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.407275+09:00,fail
13219,69,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.407707+09:00,success
13220,75,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.408292+09:00,success
13221,76,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.408820+09:00,success
13222,79,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.409519+09:00,fail
13223,82,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.410029+09:00,success
13224,84,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.410470+09:00,fail
13225,86,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.410957+09:00,fail
13226,90,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.411501+09:00,fail
13227,94,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.411948+09:00,success
13228,96,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.412457+09:00,success
13229,97,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.412998+09:00,success
13230,98,APNS,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.413462+09:00,fail
13231,99,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.413889+09:00,success
13232,100,FCM,AKR20260522060900065,"유정복 '가상자산 신고 누락' 의혹 놓고 인천시장 선거전 가열",POLITICS,2026-05-22T18:51:44.414490+09:00,fail
13233,1,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.415016+09:00,success
13234,2,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.415515+09:00,success
13235,3,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.416056+09:00,success
13236,4,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.416558+09:00,success
13237,5,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.417102+09:00,success
13238,6,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.417585+09:00,fail
13239,8,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.418144+09:00,success
13240,9,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.418702+09:00,success
13241,11,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.419363+09:00,success
13242,15,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.420361+09:00,fail
13243,17,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.421029+09:00,fail
13244,19,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.421554+09:00,fail
13245,24,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.422213+09:00,success
13246,26,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.422716+09:00,fail
13247,27,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.423155+09:00,fail
13248,30,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.423653+09:00,fail
13249,34,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.424210+09:00,success
13250,35,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.424838+09:00,fail
13251,39,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.425454+09:00,fail
13252,44,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.426098+09:00,fail
13253,45,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.426618+09:00,fail
13254,46,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.427083+09:00,success
13255,47,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.427531+09:00,success
13256,51,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.428135+09:00,fail
13257,52,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.428673+09:00,success
13258,53,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.429138+09:00,success
13259,60,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.429636+09:00,fail
13260,61,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.432078+09:00,success
13261,62,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.432715+09:00,success
13262,65,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.433191+09:00,success
13263,66,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.433700+09:00,fail
13264,69,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.434210+09:00,success
13265,74,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.434746+09:00,fail
13266,76,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.435430+09:00,fail
13267,78,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.435969+09:00,fail
13268,79,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.436891+09:00,fail
13269,80,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.437498+09:00,success
13270,81,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.438117+09:00,fail
13271,84,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.438688+09:00,success
13272,87,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.439170+09:00,fail
13273,89,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.439615+09:00,success
13274,90,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.440167+09:00,fail
13275,91,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.440660+09:00,success
13276,92,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.441144+09:00,success
13277,93,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.441618+09:00,success
13278,94,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.442067+09:00,fail
13279,95,FCM,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.442551+09:00,success
13280,97,APNS,AKR20260522064400065,"법원, 삼바노조에 ""핵심공정 중단 지시, 회당 2천만원 지급해야""",INDUSTRY,2026-05-22T18:51:44.443188+09:00,success
13281,1,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.443621+09:00,success
13282,2,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.444033+09:00,fail
13283,3,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.444461+09:00,fail
13284,4,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.445079+09:00,success
13285,5,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.445502+09:00,fail
13286,6,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.446060+09:00,success
13287,8,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.446899+09:00,success
13288,9,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.447401+09:00,fail
13289,11,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.448001+09:00,success
13290,15,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.448966+09:00,success
13291,17,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.449625+09:00,fail
13292,19,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.450162+09:00,success
13293,24,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.450710+09:00,success
13294,26,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.451264+09:00,fail
13295,27,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.451901+09:00,fail
13296,30,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.452594+09:00,fail
13297,34,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.453455+09:00,fail
13298,35,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.454089+09:00,fail
13299,39,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.454699+09:00,success
13300,44,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.455262+09:00,fail
13301,45,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.455935+09:00,fail
13302,46,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.456397+09:00,fail
13303,47,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.457070+09:00,success
13304,51,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.457828+09:00,fail
13305,52,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.458448+09:00,fail
13306,53,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.458944+09:00,success
13307,60,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.459494+09:00,success
13308,61,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.460043+09:00,fail
13309,62,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.460483+09:00,success
13310,65,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.460925+09:00,success
13311,66,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.461387+09:00,fail
13312,69,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.461797+09:00,success
13313,74,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.462348+09:00,success
13314,76,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.462834+09:00,fail
13315,78,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.463374+09:00,fail
13316,79,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.463822+09:00,fail
13317,80,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.464234+09:00,fail
13318,81,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.464866+09:00,success
13319,84,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.465424+09:00,success
13320,87,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.465893+09:00,success
13321,89,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.466413+09:00,success
13322,90,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.466906+09:00,success
13323,91,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.467490+09:00,success
13324,92,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.468176+09:00,fail
13325,93,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.468751+09:00,fail
13326,94,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.469428+09:00,fail
13327,95,FCM,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.470362+09:00,success
13328,97,APNS,AKR20260522063000017,"한컴·LG 손잡았다…챗엑사원에 AI 에이전트 공급",INDUSTRY,2026-05-22T18:51:44.471294+09:00,fail
13329,1,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.472020+09:00,fail
13330,2,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.472501+09:00,fail
13331,3,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.472949+09:00,fail
13332,4,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.473462+09:00,success
13333,5,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.473970+09:00,fail
13334,6,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.474421+09:00,fail
13335,8,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.474879+09:00,fail
13336,9,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.475448+09:00,success
13337,11,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.475947+09:00,success
13338,15,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.476478+09:00,fail
13339,17,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.476970+09:00,fail
13340,19,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.477385+09:00,fail
13341,24,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.477885+09:00,success
13342,26,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.478312+09:00,success
13343,27,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.478834+09:00,success
13344,30,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.479338+09:00,fail
13345,34,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.479905+09:00,fail
13346,35,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.480432+09:00,success
13347,39,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.481012+09:00,success
13348,44,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.481465+09:00,success
13349,45,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.481863+09:00,success
13350,46,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.482264+09:00,success
13351,47,APNS,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.482672+09:00,fail
13352,51,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.483118+09:00,fail
13353,52,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.483525+09:00,success
13354,53,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.483941+09:00,success
13355,60,FCM,AKR20260522038000003,"산업부, 내부 업무에 AI 본격 도입…AI 혁신 자문단 출범",INDUSTRY,2026-05-22T18:51:44.484434+09:00,fail
